Month,SolarRad,TempOut,WindSpeed,OutHum,P_GEN_MAX
 1 ,65,8.7,4,96,0.004
 1 ,86,9.4,3,95,0.171
 1 ,63,9.7,4,94,0.107
 1 ,38,9.7,5,95,0.022
 1 ,38,9.7,5,95,0.003
 1 ,27,9.8,6,94,0
 1 ,11,9.8,7,93,0.003
 1 ,0,9.6,3,93,0
 1 ,0,8.9,5,94,0
 1 ,0,9.1,7,94,0
 1 ,0,9.2,7,93,0
 1 ,0,8.9,6,95,0
 1 ,0,9,5,95,0
 1 ,0,8.9,4,95,0
 1 ,0,8.9,5,95,0
 1 ,0,9.4,8,95,0
 1 ,0,9.4,5,93,0
 1 ,0,9.7,5,93,0
 1 ,0,9.3,4,94,0
 1 ,0,8.7,3,93,0
 1 ,0,7.9,4,89,0
 1 ,0,7.5,4,90,0
 1 ,0,7.8,4,87,0
 1 ,14,7.8,5,88,0
 1 ,39,7.5,1,92,0
 1 ,97,8.3,4,90,0.127
 1 ,189,9.2,5,87,0.248
 1 ,257,10.3,6,82,0.164
 1 ,108,9.5,4,85,0.09
 1 ,97,8.9,6,81,0.081
 1 ,9,7.8,3,88,0.003
 1 ,0,8.2,6,87,0
 1 ,0,7.8,7,89,0
 1 ,0,7.8,5,90,0
 1 ,0,8.1,5,88,0
 1 ,0,8.1,8,87,0
 1 ,0,7.8,5,89,0
 1 ,0,7.6,7,89,0
 1 ,0,6.2,0,96,0
 1 ,0,6.7,1,96,0
 1 ,0,7.3,1,96,0
 1 ,0,7.6,2,95,0
 1 ,0,7.6,2,95,0
 1 ,0,7.5,1,94,0
 1 ,0,7.9,2,92,0
 1 ,0,7.9,3,89,0
 1 ,1,7.8,3,87,0
 1 ,33,7.9,3,86,0
 1 ,60,8,3,84,0.058
 1 ,104,8.3,4,84,0.067
 1 ,136,8.4,4,84,0.168
 1 ,146,8.8,4,83,0.138
 1 ,159,9.2,3,81,0.195
 1 ,63,8.2,2,87,0.088
 1 ,34,7.9,2,87,0.038
 1 ,0,7.5,3,87,0
 1 ,0,7.7,3,86,0
 1 ,0,7.9,3,86,0
 1 ,0,8.1,3,86,0
 1 ,0,7.8,3,87,0
 1 ,0,7.9,3,86,0
 1 ,0,8.1,2,86,0
 1 ,0,8.3,2,83,0
 1 ,0,8.5,2,82,0
 1 ,0,8.3,1,85,0
 1 ,0,8.1,0,88,0
 1 ,0,8,1,89,0
 1 ,0,7.8,0,91,0
 1 ,0,7.3,1,93,0
 1 ,0,7.1,1,95,0
 1 ,0,7,1,95,0
 1 ,10,7.1,1,95,0
 1 ,88,7.7,2,95,0.003
 1 ,153,8.4,4,94,0.08
 1 ,242,9.3,2,88,0.094
 1 ,141,9.2,2,84,0.119
 1 ,225,9.4,2,78,0.145
 1 ,108,8.5,3,76,0.096
 1 ,24,7.5,2,77,0.024
 1 ,0,6.3,0,83,0
 1 ,0,5.3,0,86,0
 1 ,0,4.1,0,88,0
 1 ,0,3.7,0,90,0
 1 ,0,3.2,0,90,0
 1 ,0,2.4,0,91,0
 1 ,0,2.2,0,93,0
 1 ,0,2.1,0,93,0
 1 ,0,2.2,0,93,0
 1 ,0,2.2,0,93,0
 1 ,0,2.2,0,91,0
